<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20210620,000000,73.3300000,73.8100000,73.3100000,73.6700000,1076
20210621,000000,73.6700000,74.9500000,72.9800000,74.8400000,152867
20210622,000000,74.8800000,75.3000000,74.3200000,74.7400000,131164
20210623,000000,74.7500000,76.0200000,74.7000000,75.4100000,118862
20210624,000000,75.3000000,75.7800000,74.5100000,75.6000000,88034
20210625,000000,75.5400000,76.2100000,74.9500000,76.0100000,86426
20210627,000000,75.4100000,75.5200000,75.2700000,75.4800000,1059
20210628,000000,75.4900000,75.7700000,73.9300000,74.0100000,149627
20210629,000000,74.0800000,74.9900000,73.3600000,74.6700000,150024
20210630,000000,74.6000000,75.3500000,73.9300000,74.6700000,181915
20210701,000000,74.6900000,76.7400000,74.5500000,75.6100000,254159
20210702,000000,75.6400000,76.4300000,75.2100000,75.9700000,154138
20210704,000000,76.2300000,76.3000000,75.9700000,76.1400000,913
20210705,000000,76.1400000,77.2600000,75.7000000,77.1000000,109956
20210706,000000,77.0600000,77.8400000,74.1300000,74.9300000,292609
20210707,000000,74.6900000,75.9900000,72.6000000,73.3400000,271291
20210708,000000,73.3500000,74.4000000,72.1100000,74.3500000,195716
20210709,000000,74.3900000,75.8000000,73.8000000,75.5800000,141159
20210711,000000,75.7900000,75.8400000,75.5700000,75.6200000,1271
20210712,000000,75.6000000,75.7200000,74.2300000,75.2000000,142143
20210713,000000,75.2500000,76.6000000,74.9300000,76.3500000,144505
20210714,000000,76.2800000,76.7200000,73.7900000,74.5400000,225340
20210715,000000,74.5000000,74.5900000,73.1900000,73.2900000,187423
20210716,000000,73.1800000,74.0900000,72.3400000,73.3000000,180288
20210718,000000,72.8600000,73.3400000,72.6000000,73.0800000,3414
20210719,000000,73.0700000,73.2500000,67.7500000,68.7500000,340104
20210720,000000,68.9900000,69.7300000,67.4400000,68.6300000,204484
20210721,000000,68.9200000,72.3800000,68.6300000,72.2500000,176327
20210722,000000,72.2400000,73.9000000,71.7400000,73.6700000,138872
20210723,000000,73.5600000,74.2200000,73.3200000,74.1900000,94299
20210725,000000,74.1200000,74.5000000,74.0700000,74.4100000,839
20210726,000000,74.3700000,74.3700000,72.7500000,73.9700000,99292
20210727,000000,73.8800000,74.1900000,73.0800000,73.7900000,108246
20210728,000000,73.8000000,74.3400000,73.5200000,73.9000000,123829
20210729,000000,73.8900000,75.1500000,73.7000000,74.8400000,131954
20210730,000000,74.8100000,75.6500000,74.3900000,75.2200000,169817
20210801,000000,75.3900000,75.3900000,75.1000000,75.1200000,1022
20210802,000000,75.1400000,75.1600000,72.3100000,73.2400000,218368
20210803,000000,73.0800000,73.5500000,71.0500000,72.2800000,204978
20210804,000000,72.3500000,72.8300000,70.1100000,70.3100000,242580
20210805,000000,70.2700000,71.5000000,69.7500000,71.1800000,169572
20210806,000000,71.2000000,72.4300000,70.2800000,70.4900000,176436
20210808,000000,70.2600000,70.2600000,69.0500000,69.5500000,5575
20210809,000000,69.5800000,69.6700000,67.6000000,69.2000000,222814
20210810,000000,69.3500000,71.2400000,68.9400000,70.8600000,154731
20210811,000000,70.8300000,71.7200000,69.0700000,71.6200000,200295
20210812,000000,71.5700000,71.9000000,70.6700000,71.1500000,131417
20210813,000000,71.1200000,71.3800000,70.0000000,70.2500000,122040
20210815,000000,70.0500000,70.4500000,70.0000000,70.2400000,1015
20210816,000000,70.2400000,70.3900000,68.1400000,69.5700000,202799
20210817,000000,69.7700000,70.0000000,68.8200000,69.1100000,150846
20210818,000000,68.9600000,70.0400000,67.2300000,67.5000000,201722
20210819,000000,67.5700000,67.6400000,65.5700000,66.5600000,237901
20210820,000000,66.5400000,66.9300000,64.9400000,65.0000000,153178
20210822,000000,64.9700000,65.5600000,64.6000000,65.4400000,1164
20210823,000000,65.4400000,68.9000000,65.4400000,68.7800000,166021
20210824,000000,68.6600000,71.2700000,68.5300000,71.2000000,149514
20210825,000000,71.0000000,72.4200000,70.5000000,71.9300000,130857
20210826,000000,71.9400000,72.1300000,69.7700000,70.5200000,128996
20210827,000000,70.6100000,71.7500000,70.2300000,71.6700000,130871
20210829,000000,71.9800000,72.6900000,71.9800000,72.5800000,6398
20210830,000000,72.5800000,72.6000000,71.0200000,72.1100000,131831
20210831,000000,72.1600000,72.3600000,71.3700000,71.7000000,170433
20210901,000000,71.6800000,72.3800000,70.4200000,71.3100000,175260
20210902,000000,71.3100000,73.4700000,70.9200000,72.8400000,175535
20210903,000000,72.8600000,73.6900000,72.4000000,72.4800000,137889
20210905,000000,72.5700000,72.6000000,72.0400000,72.0500000,2143
20210906,000000,72.0600000,72.7800000,71.5100000,72.1000000,85918
20210907,000000,72.2900000,72.8100000,71.1000000,71.5300000,176238
20210908,000000,71.6400000,72.9500000,71.5500000,72.6600000,167542
20210909,000000,72.6100000,73.2000000,70.8800000,71.3700000,224905
20210910,000000,71.3700000,73.1500000,70.9400000,72.9500000,153331
20210912,000000,72.8800000,73.4000000,72.6900000,73.3000000,2360
20210913,000000,73.2900000,73.9200000,73.0300000,73.6700000,157777
20210914,000000,73.6200000,74.2800000,73.0800000,73.9100000,157444
20210915,000000,73.9200000,76.1300000,73.7800000,75.5000000,188411
20210916,000000,75.4600000,75.8700000,74.4800000,75.6700000,151513
20210917,000000,75.6800000,75.7800000,74.6000000,75.4900000,143868
20210919,000000,75.3300000,75.4000000,74.8600000,75.0400000,1291
20210920,000000,75.0400000,75.1900000,73.5200000,74.2500000,188306
20210921,000000,74.3300000,75.1800000,73.2600000,74.6800000,151821
20210922,000000,74.5600000,76.2600000,74.4900000,75.8500000,147426
20210923,000000,75.9000000,77.3500000,75.6000000,77.2600000,122975
20210924,000000,77.2600000,78.2400000,76.8500000,78.0700000,95755
20210926,000000,77.6100000,78.0200000,77.3500000,78.0100000,5168
20210927,000000,78.0100000,79.0500000,77.8100000,78.6300000,154897
20210928,000000,78.6100000,79.9500000,77.3500000,77.4300000,227563
20210929,000000,77.5100000,78.7300000,76.7700000,77.9000000,199390
20210930,000000,77.8200000,79.3000000,76.5100000,78.3600000,299170
20211001,000000,78.4900000,79.4100000,77.5500000,79.2400000,175206
20211003,000000,79.4900000,79.5000000,79.1300000,79.2500000,1876
20211004,000000,79.2800000,82.0000000,78.7500000,81.2700000,236974
20211005,000000,81.2700000,83.1300000,81.1900000,82.5600000,188516
20211006,000000,82.5700000,83.4700000,80.6000000,80.8300000,267479
20211007,000000,80.9800000,82.5000000,79.0800000,82.4800000,250042
20211008,000000,82.3800000,83.4300000,81.9600000,82.5800000,209177
20211010,000000,82.6500000,83.2000000,82.5700000,82.6000000,2038
20211011,000000,82.6000000,84.6000000,82.5400000,83.6900000,192274
20211012,000000,83.4900000,84.2300000,82.7200000,83.3800000,205681
20211013,000000,83.1000000,83.6900000,82.2000000,83.3700000,191230
20211014,000000,83.4500000,84.5000000,83.1800000,84.0700000,200560
20211015,000000,84.3000000,85.1000000,84.1600000,84.9200000,167613
20211017,000000,84.9500000,85.4200000,84.9300000,85.3500000,2424
20211018,000000,85.3500000,86.0400000,83.9500000,84.1500000,200222
20211019,000000,84.2100000,85.4000000,83.7000000,85.1500000,222891
20211020,000000,85.1900000,85.8900000,83.6100000,85.8900000,205197
20211021,000000,85.9000000,86.1000000,83.3600000,84.7500000,217113
20211022,000000,84.5200000,85.9300000,83.8200000,85.7700000,155036
20211024,000000,85.6500000,85.8000000,85.4300000,85.6100000,1620
20211025,000000,85.6200000,86.7000000,85.5900000,85.9900000,146277
20211026,000000,86.0300000,86.4300000,84.8900000,85.4200000,129145
20211027,000000,85.3100000,85.5600000,83.3500000,83.5000000,250936
20211028,000000,83.5100000,83.9800000,81.6100000,83.9000000,245137
20211029,000000,83.6700000,84.2600000,82.5700000,83.5300000,228508
20211031,000000,83.6300000,83.8100000,83.0300000,83.2500000,3119
20211101,000000,83.2500000,85.1200000,83.1000000,84.5500000,169355
20211102,000000,84.4500000,85.2300000,83.7600000,84.0900000,194380
20211103,000000,84.0700000,84.2000000,81.1000000,81.3800000,237580
20211104,000000,81.5800000,84.4900000,80.2000000,80.9500000,326794
20211105,000000,81.2500000,83.1600000,80.2600000,82.5500000,223633
20211107,000000,82.5800000,83.0900000,82.5300000,82.9400000,1422
20211108,000000,82.9300000,84.0000000,82.8800000,83.6800000,155812
20211109,000000,83.4700000,85.3000000,83.1600000,85.2000000,201840
20211110,000000,84.9900000,85.5000000,82.0800000,82.7200000,237978
20211111,000000,82.8500000,83.4400000,81.6600000,82.6400000,202740
20211112,000000,82.8300000,82.8700000,81.2600000,81.9500000,191670
20211114,000000,81.9200000,82.4900000,81.9200000,82.2700000,578
20211115,000000,82.3500000,82.3700000,80.6700000,82.1700000,176631
20211116,000000,82.0000000,83.1400000,81.5200000,82.2700000,192281
20211117,000000,82.0500000,82.2200000,79.7800000,80.2100000,228811
20211118,000000,80.1000000,81.4100000,79.2800000,81.0500000,183373
20211119,000000,81.0000000,82.2400000,78.0500000,78.6600000,309245
20211121,000000,78.5800000,78.6200000,77.5800000,78.3900000,2815
20211122,000000,78.3900000,80.0700000,78.1000000,78.5900000,204478
20211123,000000,78.5900000,82.6000000,77.9800000,81.1400000,214455
20211124,000000,81.1400000,83.0000000,80.8400000,81.0700000,127343
20211125,000000,81.0600000,82.5800000,78.8600000,79.0300000,69656
20211126,000000,79.0200000,81.6600000,70.9900000,71.8000000,335110
20211128,000000,72.6500000,75.3500000,72.4100000,74.5500000,48949
20211129,000000,74.5400000,75.9400000,72.1500000,73.6500000,314597
20211130,000000,73.6400000,74.3500000,67.4500000,71.1500000,441434
20211201,000000,71.1700000,72.8700000,68.1400000,69.6000000,306786
20211202,000000,69.5900000,71.0200000,65.7200000,70.8700000,390380
20211203,000000,70.8500000,72.6200000,69.2400000,70.1400000,236295
20211205,000000,70.2400000,71.9300000,70.2400000,71.1500000,13792
20211206,000000,71.1900000,73.8000000,70.8200000,73.6600000,177614
20211207,000000,73.6700000,76.2700000,73.2000000,75.2900000,203076
20211208,000000,75.2800000,76.6600000,74.3800000,76.4400000,208464
20211209,000000,76.4400000,76.7000000,73.8400000,74.2200000,172427
20211210,000000,74.2300000,75.7100000,73.8000000,75.2700000,147183
20211212,000000,75.3700000,76.3100000,75.3300000,75.8800000,8636
20211213,000000,75.8800000,76.3900000,73.8500000,74.0800000,163249
20211214,000000,74.0700000,75.1600000,72.5700000,72.9200000,177759
20211215,000000,72.9100000,74.7200000,72.5000000,74.4300000,167782
20211216,000000,74.4400000,75.6100000,74.0000000,74.3700000,149719
20211217,000000,74.3700000,74.9800000,72.6500000,72.8700000,157388
20211219,000000,72.8200000,72.8700000,71.5500000,72.0600000,14693
20211220,000000,72.0900000,72.4400000,69.2800000,72.0400000,206197
20211221,000000,72.0500000,74.6000000,71.2400000,74.1100000,131161
20211222,000000,74.1100000,75.7900000,73.6200000,75.5100000,101708
20211223,000000,75.5200000,77.0000000,74.7800000,76.3700000,102864
20211224,000000,76.3700000,76.7900000,75.7500000,75.8600000,16782
20211226,000000,76.0700000,76.2500000,75.8500000,76.1000000,1585
20211227,000000,76.0500000,78.6800000,75.3800000,78.6200000,86313
20211228,000000,78.3200000,79.4800000,78.0600000,78.8200000,98146
20211229,000000,78.9300000,80.0300000,78.1000000,79.2000000,151383
20211230,000000,79.0600000,80.0200000,78.4100000,79.1400000,126433
20211231,000000,78.8100000,79.6800000,77.5500000,77.9400000,107480
20220102,000000,78.1100000,78.4900000,78.0300000,78.4000000,1321
20220103,000000,78.3900000,79.2800000,77.0400000,78.9100000,127231
20220104,000000,78.9100000,80.5500000,78.6200000,80.1600000,166250
20220105,000000,80.0700000,81.5000000,79.5100000,80.2400000,169933
20220106,000000,80.2200000,82.8300000,79.6100000,81.9800000,197269
20220107,000000,82.0000000,83.0000000,81.4200000,81.9300000,172330
20220109,000000,81.7600000,81.9500000,81.2700000,81.4700000,1019
20220110,000000,81.4900000,82.3000000,80.5000000,81.0000000,169401
20220111,000000,81.0800000,83.9800000,80.8900000,83.7500000,189869
20220112,000000,83.7800000,85.2100000,83.5200000,84.8400000,174378
20220113,000000,84.8700000,85.1000000,83.7900000,84.1100000,147392
20220114,000000,84.1200000,86.5000000,83.9900000,86.4700000,186941
20220116,000000,86.1500000,86.7100000,86.1500000,86.5400000,2569
20220117,000000,86.5400000,86.7000000,85.5400000,86.5300000,88405
20220118,000000,86.4700000,88.6600000,86.4400000,88.5700000,196581
20220119,000000,88.6500000,89.1700000,87.6100000,87.7200000,189459
20220120,000000,87.8900000,89.5000000,87.0500000,87.4800000,171278
20220121,000000,86.7500000,88.2300000,85.7100000,87.9000000,184708
20220123,000000,87.9300000,88.6500000,87.6500000,88.6400000,2169
20220124,000000,88.6400000,88.9000000,85.0400000,87.1700000,210678
20220125,000000,86.7600000,88.3700000,86.2000000,88.0800000,146202
20220126,000000,87.9500000,89.2700000,87.6500000,88.5300000,149103
20220127,000000,88.5000000,89.7400000,87.7900000,88.8800000,198602
20220128,000000,88.8100000,90.2700000,88.1500000,88.8800000,231813
20220130,000000,89.2000000,89.4600000,89.2000000,89.3800000,1179
20220131,000000,89.3800000,89.8000000,88.0900000,89.3100000,168838
20220201,000000,89.6200000,89.9600000,87.7200000,89.2900000,169124
20220202,000000,89.4800000,90.5200000,88.2800000,89.3400000,204574
20220203,000000,89.0700000,91.3000000,88.0200000,91.0700000,192107
20220204,000000,91.3000000,93.7000000,91.2000000,92.5200000,200655
20220206,000000,92.7500000,93.1200000,92.4700000,92.9500000,3870
20220207,000000,92.9300000,94.0000000,92.1300000,92.9500000,177932
20220208,000000,92.6300000,92.9300000,89.9300000,91.3200000,237602
20220209,000000,91.0800000,92.0900000,90.0500000,91.8000000,182654
20220210,000000,91.7500000,93.1000000,90.8800000,91.4500000,225173
20220211,000000,91.1700000,95.6600000,90.5100000,95.1000000,258599
20220213,000000,95.2000000,95.5200000,94.7500000,95.4300000,5892
20220214,000000,95.4300000,96.7800000,93.4400000,95.8500000,252925
20220215,000000,95.8100000,96.2600000,92.0600000,93.5000000,266815
20220216,000000,93.4900000,96.0700000,91.1100000,92.1000000,260706
20220217,000000,92.2000000,94.5000000,92.1400000,92.9400000,235073
20220218,000000,92.7300000,94.1500000,90.1200000,93.6100000,234629
20220220,000000,94.2900000,95.0000000,94.1800000,94.7300000,3234
20220221,000000,94.7400000,97.4000000,92.5700000,97.3500000,149451
20220222,000000,96.5500000,99.5000000,95.8000000,96.5000000,207858
20220223,000000,96.6500000,98.7100000,95.8100000,97.5400000,143194
20220224,000000,98.0800000,105.7900000,97.5600000,99.4100000,92935
20220225,000000,100.6900000,101.9900000,96.0000000,98.5700000,27890
20220227,000000,96.3400000,101.2800000,96.3400000,99.3600000,19731
20220228,000000,99.3900000,100.1500000,97.0200000,98.1200000,248494
20220301,000000,98.4300000,107.6700000,98.3000000,107.6500000,332679
20220302,000000,107.3400000,115.1100000,106.8300000,114.5400000,340139
20220303,000000,115.2700000,119.8400000,109.4000000,110.4400000,320519
20220304,000000,114.2300000,118.9800000,109.6200000,118.0500000,220128
20220306,000000,122.7900000,139.1300000,122.7900000,130.1400000,14535
20220307,000000,130.2300000,130.7500000,119.0400000,124.3700000,269650
20220308,000000,124.5600000,133.1500000,121.3100000,129.4700000,321357
20220309,000000,130.2800000,131.6400000,105.6000000,112.5100000,347012
20220310,000000,112.6500000,118.3600000,109.0000000,109.1800000,224964
20220311,000000,110.2600000,113.9100000,107.1300000,112.1200000,181933
20220313,000000,113.1500000,113.1500000,110.1000000,110.9800000,4873
20220314,000000,110.8200000,110.9600000,103.4900000,106.0000000,175589
20220315,000000,105.3400000,105.7100000,97.4400000,98.7500000,215286
20220316,000000,99.1400000,103.7000000,96.9300000,98.0400000,173717
20220317,000000,98.6100000,107.5000000,97.7500000,107.0100000,133238
20220318,000000,106.8000000,109.5900000,105.7800000,108.2000000,110259
20220320,000000,107.5000000,109.5000000,107.0600000,109.3100000,1039
20220321,000000,109.3200000,116.8000000,109.3200000,116.4000000,122147
20220322,000000,117.0400000,119.4800000,112.6400000,114.5800000,131400
20220323,000000,114.7000000,122.3400000,114.4500000,121.5200000,131957
20220324,000000,121.5600000,123.7400000,116.9300000,118.2000000,105582
20220325,000000,118.8800000,120.9200000,115.1600000,119.9800000,73408
20220327,000000,115.7900000,116.0300000,113.0000000,114.1200000,3825
20220328,000000,114.0900000,114.8200000,106.0600000,106.6000000,183379
20220329,000000,107.2100000,111.8000000,102.1900000,108.5600000,230507
20220330,000000,109.6000000,112.2800000,107.9300000,111.0000000,136387
20220331,000000,110.9900000,111.1600000,104.0600000,105.6500000,212910
20220401,000000,105.2500000,106.2400000,102.3500000,104.7500000,137968
20220403,000000,104.0800000,104.3100000,102.8900000,103.5400000,2374
20220404,000000,103.4900000,108.6800000,103.0700000,107.9800000,126449
20220405,000000,108.5100000,109.9000000,104.5300000,105.6800000,131302
20220406,000000,105.7000000,108.6700000,100.5400000,101.6500000,181454
20220407,000000,101.7800000,103.5900000,98.4100000,101.4100000,172293
20220408,000000,101.4200000,103.3000000,99.6500000,102.4000000,129545
20220410,000000,103.2100000,103.3000000,101.1700000,101.2800000,989
20220411,000000,101.2500000,101.6900000,97.5700000,99.3500000,123292
20220412,000000,99.3500000,105.6000000,98.9000000,104.9300000,162778
20220413,000000,105.4400000,109.0000000,104.0600000,108.8800000,134100
20220414,000000,108.2900000,112.3900000,106.6300000,111.6600000,133803
20220417,000000,112.3200000,113.7000000,112.0000000,113.2000000,3977
20220418,000000,113.1900000,114.8400000,110.7100000,112.8400000,75596
20220419,000000,112.8500000,114.2100000,106.7400000,107.6000000,146196
20220420,000000,108.1000000,109.0000000,104.6500000,107.2300000,128139
20220421,000000,107.0700000,109.8000000,106.7600000,108.8300000,104002
20220422,000000,108.2600000,108.7600000,105.5400000,106.2000000,67142
20220424,000000,105.4900000,105.8500000,104.6100000,105.0800000,1910
20220425,000000,104.8600000,105.3700000,99.4800000,102.6300000,76735
20220426,000000,102.5300000,105.8100000,101.0800000,104.8700000,128158
20220427,000000,105.0600000,105.9800000,103.0000000,104.9400000,133511
20220428,000000,104.7700000,107.7100000,102.9000000,107.1200000,171863
20220429,000000,107.0700000,110.0000000,106.0800000,106.0800000,173634
20220501,000000,106.3000000,107.4200000,105.4800000,106.9100000,2498
20220502,000000,106.9900000,108.4600000,103.1000000,107.6400000,103786
20220503,000000,107.6100000,108.3200000,104.6200000,105.9400000,113028
20220504,000000,105.9100000,111.0000000,105.4600000,110.2200000,146625
20220505,000000,110.5500000,114.0000000,109.2000000,111.0600000,163520
20220506,000000,111.2700000,113.5000000,109.8700000,113.2200000,138031
20220508,000000,112.9400000,113.1500000,111.4900000,111.8400000,1233
20220509,000000,111.8500000,113.2000000,105.0000000,105.2500000,182281
20220510,000000,105.5000000,106.9600000,101.5400000,101.6000000,189260
20220511,000000,101.5100000,108.2900000,101.3000000,107.5100000,170929
20220512,000000,107.6700000,108.7100000,104.6900000,107.9200000,150968
20220513,000000,108.2500000,111.6900000,107.7900000,111.2200000,127967
20220515,000000,111.6700000,112.4900000,111.4400000,112.4100000,3174
20220516,000000,112.3900000,114.7900000,108.8400000,114.0300000,132500
20220517,000000,114.4200000,115.6900000,111.0900000,112.8300000,161268
20220518,000000,112.9100000,114.1500000,108.3500000,109.2500000,162611
20220519,000000,108.2200000,112.3100000,105.7000000,111.5000000,178920
20220520,000000,111.4500000,113.2300000,110.5200000,112.9100000,94536
20220522,000000,112.8500000,112.9700000,111.9700000,112.7800000,636
20220523,000000,112.7100000,114.3400000,111.8600000,113.4700000,99307
20220524,000000,112.7900000,114.6300000,111.7000000,113.8400000,103290
20220525,000000,114.1200000,115.3000000,113.0100000,114.5000000,76601
20220526,000000,114.3500000,114.9900000,111.2000000,114.4600000,110592
20220527,000000,114.3700000,115.8000000,113.1200000,115.3200000,136064
20220529,000000,115.4700000,116.2600000,115.3200000,116.0800000,1876
20220530,000000,116.0700000,117.9400000,115.8800000,117.7000000,78818
20220531,000000,118.2000000,120.8000000,115.1500000,116.2700000,241109
20220601,000000,116.0800000,118.5700000,115.4000000,115.9000000,143773
20220602,000000,115.0200000,118.4600000,112.4500000,118.2900000,141318
20220603,000000,118.2200000,121.4500000,116.0200000,121.0800000,94619
20220605,000000,121.5500000,121.9500000,121.2000000,121.2500000,1950
20220606,000000,121.2500000,121.4900000,118.7700000,119.9900000,127088
20220607,000000,119.9400000,121.3700000,118.5500000,121.0000000,160053
20220608,000000,120.6500000,124.4000000,120.4500000,123.9400000,161152
20220609,000000,123.6000000,124.3400000,122.5000000,122.9300000,133115
20220610,000000,122.8900000,124.3300000,119.8100000,121.9300000,180008
20220612,000000,121.9400000,121.9400000,120.0000000,120.1800000,2821
20220613,000000,120.2100000,123.7000000,118.9300000,122.3600000,162828
20220614,000000,121.8800000,125.1900000,118.9100000,121.0900000,174500
20220615,000000,120.7900000,121.8800000,117.7500000,118.9800000,142637
20220616,000000,119.6500000,120.2900000,115.5600000,119.0300000,163422
20220617,000000,119.1300000,121.2500000,111.7200000,113.6100000,220010
20220619,000000,113.8800000,114.3800000,113.5100000,113.9500000,1125
20220620,000000,113.9900000,114.5000000,111.5200000,114.2100000,97455
20220621,000000,114.2100000,116.2500000,114.0200000,114.8900000,117103
20220622,000000,114.4000000,114.4500000,107.0300000,110.0300000,184541
20220623,000000,109.5800000,112.7000000,108.0400000,109.8300000,106153
20220624,000000,110.0400000,114.0000000,109.2400000,113.1900000,73948
20220626,000000,109.0000000,109.0000000,107.3700000,107.9700000,1282
20220627,000000,108.0200000,111.8900000,107.1500000,111.2100000,135878
20220628,000000,111.5700000,114.1000000,111.4800000,114.0000000,125576
20220629,000000,113.9300000,116.2400000,111.7400000,112.3000000,160109
20220630,000000,112.4500000,113.2500000,108.1900000,109.2000000,197737
20220701,000000,109.4900000,112.4500000,108.0300000,111.4800000,151289
20220703,000000,111.6500000,111.9400000,111.2800000,111.3400000,626
20220704,000000,111.3200000,114.0000000,110.4000000,113.8300000,69977
20220705,000000,113.5400000,114.7500000,101.1000000,104.8000000,306858
20220706,000000,104.8800000,105.8500000,98.5000000,99.8000000,240657
20220707,000000,100.1400000,106.3500000,98.5000000,104.1000000,192940
20220708,000000,104.6500000,107.4700000,103.6700000,107.1500000,151819
20220710,000000,107.0000000,107.0700000,106.2000000,106.8900000,1017
20220711,000000,106.9200000,107.7000000,103.6400000,106.4100000,122092
20220712,000000,106.2500000,106.5600000,98.9000000,99.2200000,174875
20220713,000000,98.5000000,101.2100000,98.2800000,99.8500000,156779
20220714,000000,99.4300000,100.3900000,94.5000000,99.7100000,185569
20220715,000000,99.9100000,102.6400000,98.1700000,101.1300000,134325
20220717,000000,100.8200000,101.5000000,100.7200000,100.8400000,664
20220718,000000,100.8100000,106.4800000,99.4600000,105.6900000,133366
20220719,000000,105.7400000,107.6100000,103.6000000,107.2700000,124619
20220720,000000,107.0700000,107.4500000,105.0800000,106.6100000,99135
20220721,000000,106.4900000,106.7800000,101.5000000,103.8900000,132533
20220722,000000,103.8600000,105.7200000,101.9000000,103.6100000,74365
20220724,000000,103.4200000,104.2100000,103.4100000,103.5400000,266
20220725,000000,103.5200000,105.3800000,101.6400000,104.8900000,52227
20220726,000000,104.8000000,107.3400000,99.0500000,99.7200000,99935
20220727,000000,99.8300000,102.8800000,98.8500000,102.3300000,136228
20220728,000000,102.3500000,104.2000000,100.9700000,102.4000000,164858
20220729,000000,102.6900000,106.5000000,101.6400000,104.0000000,167292
20220731,000000,103.9200000,104.0400000,103.0500000,103.4100000,1206
20220801,000000,103.4400000,104.4300000,99.0900000,99.9300000,172604
20220802,000000,99.8700000,102.4100000,98.4900000,99.9200000,148906
20220803,000000,99.7300000,102.4100000,96.5000000,97.1000000,193318
20220804,000000,97.1000000,97.6600000,93.2000000,93.6000000,178822
20220805,000000,93.6500000,96.4000000,92.7800000,94.6600000,133860
20220807,000000,94.5100000,94.5100000,93.7400000,93.9900000,1250
20220808,000000,94.0200000,96.8200000,93.0100000,96.5200000,130956
20220809,000000,96.3600000,98.4000000,94.9000000,96.5300000,136339
20220810,000000,96.3400000,97.9700000,93.6300000,97.0600000,145889
20220811,000000,97.0400000,100.1700000,96.6300000,99.4200000,122173
20220812,000000,99.3300000,100.3800000,96.9400000,98.0100000,114415
20220814,000000,97.7200000,98.1700000,97.6000000,97.6000000,255
20220815,000000,97.6000000,98.0600000,92.7800000,93.4700000,146412
20220816,000000,94.0100000,95.9500000,91.7100000,92.7600000,144498
20220817,000000,92.6700000,94.4800000,91.5100000,93.0500000,126399
20220818,000000,93.2900000,97.4200000,93.0500000,96.5800000,119380
20220819,000000,96.6800000,97.8800000,94.2500000,96.0900000,111886
20220821,000000,95.9500000,95.9500000,95.4300000,95.7100000,371
20220822,000000,95.6600000,97.2800000,92.3600000,96.6900000,132067
20220823,000000,96.7800000,100.4500000,96.5300000,100.1500000,130534
20220824,000000,100.1900000,101.9000000,99.1000000,101.7300000,120618
20220825,000000,101.7300000,102.4700000,99.1200000,99.8300000,94881
20220826,000000,99.8300000,100.9400000,96.9600000,98.9000000,113798
20220828,000000,98.9600000,99.2500000,98.2500000,98.8700000,1302
20220829,000000,98.9100000,103.2200000,98.7800000,102.9500000,130646
20220830,000000,102.8800000,103.4800000,96.6300000,98.4700000,216406
20220831,000000,98.3300000,99.0000000,94.4000000,94.9600000,185550
20220901,000000,95.1800000,95.6800000,91.8100000,92.1700000,190815
20220902,000000,92.6600000,95.3200000,92.6500000,93.2800000,146356
20220904,000000,93.0200000,94.5800000,93.0200000,94.5300000,1488
20220905,000000,94.5500000,96.9900000,94.2200000,95.2300000,96454
20220906,000000,95.1900000,95.9400000,92.3000000,92.8500000,155123
20220907,000000,92.8100000,93.8000000,87.4000000,87.7100000,206587
20220908,000000,87.7000000,89.8300000,87.2400000,88.6100000,131529
20220909,000000,88.6200000,93.1200000,88.6000000,92.4200000,123239
20220911,000000,92.5400000,92.8000000,92.2700000,92.4800000,790
20220912,000000,92.4800000,95.1700000,91.2100000,94.2600000,119702
20220913,000000,94.3100000,95.5300000,91.0500000,93.5500000,162847
20220914,000000,93.4000000,95.8000000,91.9300000,94.6400000,153832
20220915,000000,94.6500000,94.6600000,90.0300000,90.8000000,156656
20220916,000000,90.5100000,92.6600000,90.2500000,91.5700000,120084
20220918,000000,91.4300000,92.0500000,91.3400000,91.9300000,665
20220919,000000,91.9800000,92.5700000,88.5000000,91.7300000,96953
20220920,000000,92.1500000,93.0500000,89.8000000,90.8700000,113394
20220921,000000,90.7400000,93.5000000,89.3000000,90.0000000,148704
20220922,000000,89.9900000,92.8100000,89.3000000,90.3300000,107260
20220923,000000,90.4600000,90.8400000,85.5000000,86.6500000,102613
20220925,000000,86.6200000,86.9100000,86.3700000,86.8900000,343
20220926,000000,86.9200000,87.4200000,82.4400000,82.7200000,127004
20220927,000000,82.8400000,85.8400000,82.8100000,84.4300000,128739
20220928,000000,84.8300000,88.2200000,82.9400000,87.9300000,159345
20220929,000000,87.6200000,88.7400000,86.1500000,87.4600000,147988
20220930,000000,87.5500000,88.6400000,85.0000000,85.5700000,163812
20221002,000000,86.3500000,88.0000000,86.3500000,87.9500000,4170
20221003,000000,87.9500000,89.8200000,87.1000000,88.7000000,163515
20221004,000000,88.8100000,92.4000000,88.7800000,91.7600000,166744
20221005,000000,91.8900000,93.9600000,90.7600000,93.7900000,175178
20221006,000000,93.7100000,94.9800000,92.7200000,94.9200000,130293
20221007,000000,94.7100000,98.5800000,93.9400000,98.4500000,153172
20221009,000000,98.7500000,98.7500000,97.6400000,97.9200000,1146
20221010,000000,97.9400000,98.6700000,95.6000000,96.0700000,124789
20221011,000000,95.9300000,96.4600000,93.1100000,93.8000000,156273
